date,stock_value,holdings,day_pnl,max_weight,total_value,cash,exposure,cash_ratio,ret,equity,drawdown
2019-01-02,49031.0,10,-27.0,9.79,59923.0,10892.0,0.8182333995293961,0.18176660047060395,0.0,0.9987166666666667,0.0
2019-01-03,48743.0,10,-288.0,9.83,59635.0,10892.0,0.8173555797769766,0.18264442022302338,-0.004806167915491599,0.9939166666666667,-0.004806167915491599
2019-01-04,49709.0,10,966.0,9.75,60601.0,10892.0,0.8202669922938566,0.17973300770614345,0.016198541125178156,1.0100166666666666,0.0
2019-01-07,49848.0,10,139.0,10.07,60740.0,10892.0,0.8206783009548897,0.1793216990451103,0.002293691523242103,1.0123333333333333,0.0
2019-01-08,50168.0,10,320.0,10.7,61060.0,10892.0,0.8216180805764821,0.17838191942351786,0.0052683569311819944,1.0176666666666667,0.0
2019-01-09,50617.0,10,449.0,10.54,61509.0,10892.0,0.8229202230567885,0.17707977694321156,0.0073534228627578635,1.02515,0.0
2019-01-10,50403.0,10,-214.0,10.09,61295.0,10892.0,0.8223019822171466,0.1776980177828534,-0.0034791656505551716,1.0215833333333333,-0.0034791656505552826
2019-01-11,50632.0,10,229.0,10.24,61524.0,10892.0,0.8229633963981535,0.17703660360184642,0.0037360306713434266,1.0254,0.0
2019-01-14,50260.0,10,-372.0,10.16,61152.0,10892.0,0.8218864468864469,0.17811355311355312,-0.006046420908913608,1.0192,-0.006046420908913608
2019-01-15,51121.0,10,861.0,10.13,62013.0,10892.0,0.8243594085111187,0.17564059148888136,0.01407967032967039,1.03355,0.0
2019-01-16,51443.0,10,322.0,9.89,62335.0,10892.0,0.8252667040988209,0.17473329590117911,0.005192459645558145,1.0389166666666667,0.0
2019-01-17,51253.0,10,-190.0,9.88,62145.0,10892.0,0.8247324804891786,0.17526751951082148,-0.003048046843667329,1.03575,-0.003048046843667329
2019-01-18,51984.0,10,731.0,9.83,62876.0,10892.0,0.8267701507729499,0.17322984922705006,0.011762812776570986,1.0479333333333334,0.0
2019-01-21,52239.0,10,255.0,9.95,63131.0,10892.0,0.8274698642505267,0.17253013574947332,0.004055601501367745,1.0521833333333332,0.0
2019-01-22,51646.0,10,-593.0,9.97,62538.0,10892.0,0.8258338929930602,0.17416610700693977,-0.00939316659010625,1.0423,-0.00939316659010625
2019-01-23,51717.0,10,71.0,9.99,62609.0,10892.0,0.826031401236244,0.173968598763756,0.0011353097316830763,1.0434833333333333,-0.00826852101186415
2019-01-24,51883.0,10,166.0,9.97,62775.0,10892.0,0.8264914376742334,0.1735085623257666,0.0026513760002555564,1.04625,-0.00563906796977709
2019-01-25,52368.0,10,485.0,9.9,63260.0,10892.0,0.8278216882706292,0.17217831172937084,0.007726005575467987,1.0543333333333333,0.0
2019-01-28,52559.0,10,191.0,9.93,63451.0,10892.0,0.8283399788813415,0.1716600211186585,0.0030192854884603104,1.0575166666666667,0.0
2019-01-29,52822.0,10,263.0,9.87,63714.0,10892.0,0.8290485607558779,0.17095143924412218,0.004144930733952279,1.0619,0.0
2019-01-30,52307.0,10,-515.0,10.04,63199.0,10892.0,0.8276555008781784,0.17234449912182154,-0.008082995887873978,1.0533166666666667,-0.008082995887873978
2019-01-31,52638.0,10,331.0,9.96,63530.0,10892.0,0.8285534393200062,0.1714465606799937,0.0052374246427950855,1.0588333333333333,-0.0028879053269298405
2019-02-01,53415.0,10,777.0,10.16,64307.0,10892.0,0.8306249708429876,0.16937502915701247,0.012230442310719347,1.0717833333333333,0.0
2019-02-11,54153.0,10,738.0,10.15,65045.0,10892.0,0.8325466984395419,0.16745330156045815,0.011476200102632728,1.0840833333333333,0.0
2019-02-12,55266.0,10,1113.0,10.53,66158.0,10892.0,0.8353638259923214,0.16463617400767858,0.01711123068644782,1.1026333333333334,0.0
