date,stock_value,holdings,day_pnl,max_weight,total_value,cash,exposure,cash_ratio,ret,equity,drawdown
2019-04-02,66775.0,10,527.0,10.9,80648.44,13873.440000000002,0.8279763377940106,0.17202366220598939,0.006577515331726458,1.3441406666666667,0.0
2019-04-03,67796.0,10,1021.0,10.8,81669.44,13873.440000000002,0.8301269116085527,0.1698730883914473,0.0126598852997033,1.3611573333333333,0.0
2019-04-04,70194.0,10,2398.0,11.04,84067.44,13873.440000000002,0.8349724935123515,0.16502750648764852,0.029362268187463902,1.401124,0.0
2019-04-08,70096.0,10,-98.0,12.1,83969.44,13873.440000000002,0.8347798913509487,0.1652201086490514,-0.0011657307514062465,1.3994906666666667,-0.0011657307514062465
2019-04-09,69586.0,10,-510.0,11.62,83459.44,13873.440000000002,0.8337702721226022,0.1662297278773977,-0.006073638218856758,1.3909906666666667,-0.0072322887434184135
2019-04-10,69763.0,10,177.0,11.6,83636.44,13873.440000000002,0.8341220644972455,0.16587793550275456,0.0021207906499252083,1.3939406666666667,-0.005126836263837697
2019-04-11,67321.0,10,-2442.0,11.38,81194.44,13873.440000000002,0.8291331278348616,0.17086687216513843,-0.029197799428096194,1.3532406666666668,-0.0341749433550016
2019-04-12,67426.0,10,105.0,11.54,81299.44,13873.440000000002,0.8293538061270779,0.17064619387292215,0.001293191996890375,1.3549906666666667,-0.032925946121352134
2019-04-15,66642.0,10,-784.0,11.24,80515.44,13873.440000000002,0.827692179288842,0.17230782071115802,-0.009643362857111981,1.3419240000000001,-0.042251792132602106
2019-04-16,68214.0,10,1572.0,11.38,82087.44,13873.440000000002,0.8309919276322906,0.16900807236770937,0.01952420554368195,1.3681240000000001,-0.023552519263105864
2019-04-17,69634.0,10,1420.0,11.7,83507.44,13873.440000000002,0.8338658208178816,0.1661341791821184,0.017298626927578775,1.3917906666666666,-0.0066613185794643925
2019-04-18,68741.0,10,-725.21,11.41,82748.67,14007.669999999998,0.8307203003987859,0.1692796996012141,-0.009086256266507609,1.3791445,-0.01568704839828594
2019-04-19,68818.0,10,117.0,11.64,82857.67,14039.669999999998,0.830556784905972,0.1694432150940281,0.0013172417151841032,1.3809611666666666,-0.014390470317640291
2019-04-22,67366.0,10,-1397.0,11.52,81449.67,14083.669999999998,0.8270874516741443,0.1729125483258557,-0.016992995337667627,1.3574945,-0.031138928460293314
2019-04-23,66933.0,10,-433.0,11.32,81016.67,14083.669999999998,0.826163306884867,0.17383669311513295,-0.005316166412951739,1.3502778333333334,-0.036289555147629105
2019-04-24,67976.0,10,1043.0,11.35,82059.67,14083.669999999998,0.8283728170001171,0.17162718299988286,0.012873893730759312,1.3676611666666667,-0.023882849293376807
2019-04-25,65429.0,10,-2547.0,10.78,79512.67,14083.669999999998,0.8228751468162244,0.1771248531837756,-0.03103838950363802,1.3252111666666666,-0.05417995361819039
2019-04-26,64635.0,10,-794.0,10.77,78718.67,14083.669999999998,0.8210885676803229,0.17891143231967713,-0.009985829931254964,1.3119778333333334,-0.06362475174693083
2019-04-29,64592.0,10,-43.0,10.94,78675.67,14083.669999999998,0.8209907840632308,0.17900921593676924,-0.0005462490664539521,1.3112611666666667,-0.06413624585213962
2019-04-30,65872.0,10,1280.0,10.81,79955.67,14083.669999999998,0.8238565194938645,0.17614348050613546,0.016269324430284504,1.3325945,-0.048910374813364244
2019-05-06,61632.0,10,-4240.0,10.49,75715.67,14083.669999999998,0.8139926649265601,0.18600733507343986,-0.05302938490791209,1.2619278333333332,-0.09934607262930817
2019-05-07,61881.0,10,249.0,10.96,75964.67,14083.669999999998,0.8146023671267183,0.18539763287328173,0.0032886191193977066,1.2660778333333333,-0.09638416490379631
2019-05-08,60515.0,10,-1366.0,10.93,74598.67,14083.669999999998,0.8112074920370564,0.18879250796294356,-0.017982043494693012,1.2433111666666667,-0.11263302415298948
2019-05-09,59744.0,10,-771.0,10.79,73827.67,14083.669999999998,0.8092358867616979,0.19076411323830209,-0.010335304905569997,1.2304611666666667,-0.12180423241150196
2019-05-10,62420.0,10,2676.0,11.12,76503.67,14083.669999999998,0.8159085701378771,0.18409142986212293,0.03624657259263353,1.2750611666666667,-0.0899726457710619
2019-05-13,61044.0,10,-1376.0,11.12,75127.67,14083.669999999998,0.8125368456122758,0.18746315438772423,-0.017986065243667415,1.2521278333333332,-0.10634045713774576
2019-05-14,60869.0,10,-175.0,11.02,74952.67,14083.669999999998,0.8120991553736512,0.18790084462634885,-0.0023293681276153055,1.2492111666666665,-0.10842211919382827
2019-05-15,62015.0,10,1146.0,11.1,76098.67,14083.669999999998,0.814928828585309,0.18507117141469093,0.01528964878769501,1.2683111666666667,-0.09479020652942449
2019-05-16,62001.0,10,-14.0,11.03,76084.67,14083.669999999998,0.8148947744663938,0.18510522553360617,-0.00018397167782302493,1.2680778333333333,-0.09495673949391115
2019-05-17,60043.0,10,-1958.0,10.77,74126.67,14083.669999999998,0.8100053597443404,0.18999464025565965,-0.02573448764383157,1.2354445,-0.11824756409853798
2019-05-20,58589.0,10,-1454.0,10.74,72672.67,14083.669999999998,0.8062040379141154,0.19379596208588454,-0.01961507241590643,1.2112111666666667,-0.13554320198164704
2019-05-21,60237.0,10,1648.0,10.77,74320.67,14083.669999999998,0.8105013046841478,0.18949869531585223,0.022677025627378278,1.2386778333333333,-0.1159398930192237
2019-05-22,59537.0,10,-700.0,10.88,73620.67,14083.669999999998,0.8086995133296124,0.19130048667038752,-0.00941864490726474,1.2270111666666665,-0.12426654124355407
2019-05-23,57842.0,10,-1695.0,10.88,71925.67,14083.669999999998,0.8041913269629606,0.19580867303703947,-0.02302342535051638,1.1987611666666667,-0.1444289251581825
2019-05-24,57957.0,10,115.0,11.17,72040.67,14083.669999999998,0.8045039003662793,0.19549609963372078,0.0015988728363600657,1.2006778333333332,-0.1430609758070427
2019-05-27,59571.0,10,1614.0,11.4,73654.67,14083.669999999998,0.8087878202427626,0.19121217975723737,0.02240401151183069,1.2275778333333334,-0.12386210404408649
2019-05-28,60536.0,10,965.0,11.27,74619.67,14083.669999999998,0.8112606233718268,0.18873937662817322,0.013101681128976583,1.2436611666666666,-0.11238322470625972
2019-05-29,60011.0,10,-525.0,11.13,74094.67,14083.669999999998,0.8099233048746961,0.19007669512530387,-0.0070356783941821766,1.2349111666666666,-0.11862821087450748
2019-05-30,60447.0,10,436.0,11.32,74530.67,14083.669999999998,0.8110352422700614,0.18896475772993854,0.0058843638820444966,1.2421778333333333,-0.11344189855192455
2019-05-31,60536.0,10,89.0,11.04,74619.67,14083.669999999998,0.8112606233718268,0.18873937662817322,0.0011941392717924604,1.2436611666666666,-0.11238322470625972
2019-06-03,60624.0,10,88.0,10.8,74707.67,14083.669999999998,0.8114829441207309,0.18851705587926915,0.0011793137117868113,1.2451278333333333,-0.11133644607234383
2019-06-04,65892.0,10,-46.0,12.16,74163.9,8271.899999999994,0.8884646033986886,0.11153539660131136,-0.0072786368521465805,1.236065,-0.11780470536512122
2019-06-05,65880.0,10,-12.0,12.08,74151.9,8271.899999999994,0.8884465536284304,0.11155344637156964,-0.0001618037886357282,1.235865,-0.11794744790610967
2019-06-06,65392.0,10,-488.0,11.9,73663.9,8271.899999999994,0.8877075473875264,0.11229245261247361,-0.006581085582432866,1.2277316666666667,-0.12375231123964281
2019-06-10,65979.0,10,587.0,12.03,74250.9,8271.899999999994,0.8885952897540637,0.11140471024593634,0.007968625066009372,1.237515,-0.11676982194295449
2019-06-11,68395.0,10,2416.0,12.16,76666.9,8271.899999999994,0.8921059805470158,0.1078940194529842,0.03253832613476737,1.2777816666666666,-0.08803099035726558
2019-06-12,67950.0,10,-445.0,12.01,76221.9,8271.899999999994,0.8914760718376216,0.10852392816237846,-0.005804330160734339,1.270365,-0.09332435958558993
2019-06-13,68076.0,10,126.0,11.99,76347.9,8271.899999999994,0.8916551732267686,0.10834482677323141,0.0016530682126789653,1.272465,-0.09182556290521049
2019-06-14,67062.0,10,-862.8,11.87,75454.86,8392.86,0.8887697889837712,0.11123021101622878,-0.01169698184232959,1.257581,-0.10244846280557607
2019-06-17,67286.0,10,224.0,11.8,75678.86,8392.86,0.8890990165549534,0.11090098344504662,0.002968662323407756,1.2613143333333334,-0.09978393537379038
2019-06-18,67130.0,10,-156.0,11.79,75522.86,8392.86,0.8888699395123543,0.11113006048764573,-0.0020613418331090205,1.2587143333333333,-0.10163958840664122
2019-06-19,67786.0,10,656.0,11.84,76178.86,8392.86,0.8898269152360642,0.11017308476393582,0.008686111728289925,1.2696476666666667,-0.09383632949926868
2019-06-20,69254.0,10,1468.0,11.79,77646.86,8392.86,0.8919098595873677,0.10809014041263228,0.0192704380191564,1.2941143333333334,-0.07637415865167296
2019-06-21,69485.0,10,231.0,11.83,77877.86,8392.86,0.8922304747459676,0.10776952525403241,0.002975007617822545,1.2979643333333333,-0.07362636473764406
2019-06-24,69820.0,10,335.0,11.74,78212.86,8392.86,0.8926920713550176,0.10730792864498243,0.004301607671294505,1.3035476666666668,-0.0696414688017144
2019-06-25,69192.0,10,-628.0,11.73,77584.86,8392.86,0.8918234820556484,0.10817651794435153,-0.008029370106143685,1.293081,-0.07711166178011375
2019-06-26,69015.0,10,-177.0,11.79,77407.86,8392.86,0.8915761267654215,0.10842387323457851,-0.002281372937967485,1.290131,-0.07921711425969447
2019-06-27,69430.0,10,415.0,11.84,77822.86,8392.86,0.8921543104429727,0.10784568955702734,0.005361212672718274,1.2970476666666666,-0.0742806013838414
2019-06-28,69257.0,10,-173.0,12.01,77649.86,8392.86,0.8919140356466837,0.10808596435331629,-0.0022229972015934685,1.2941643333333332,-0.07633847301642593
2019-07-01,71177.0,10,1920.0,12.67,79569.86,8392.86,0.8945221218184876,0.10547787818151245,0.024726380704356732,1.3261643333333333,-0.05349966645826265
2019-07-02,70719.0,10,-458.0,12.28,79111.86,8392.86,0.8939114817929954,0.10608851820700461,-0.00575594829499515,1.3185310000000001,-0.05894767343932439
2019-07-03,70141.0,10,-578.0,12.09,78533.86,8392.86,0.8931306827399035,0.10686931726009648,-0.0073061106135035025,1.3088976666666667,-0.06582310583027151
2019-07-04,70021.0,10,-120.0,11.93,78413.86,8392.86,0.8929671361669991,0.10703286383300095,-0.0015280033351219302,1.3068976666666667,-0.06725053124015667
2019-07-05,69979.0,10,-42.0,12.0,78371.86,8392.86,0.8929097765447955,0.10709022345520447,-0.0005356195958214904,1.3061976666666666,-0.06775013013361664
2019-07-08,67802.0,10,-1987.0,11.88,76346.86,8544.86,0.8880784357077685,0.11192156429223155,-0.025838355756772957,1.2724476666666666,-0.09183793392542938
2019-07-09,67910.0,10,108.0,11.9,76454.86,8544.86,0.888236535911517,0.11176346408848306,0.0014145964876617345,1.2742476666666667,-0.09055325105653278
2019-07-10,67504.0,10,-406.0,12.08,76048.86,8544.86,0.8876398673168803,0.11236013268311978,-0.0053103229801219065,1.267481,-0.09538270702664431
2019-07-11,67615.0,10,111.0,11.99,76159.86,8544.86,0.8878036277902822,0.11219637220971783,0.0014595879543757295,1.269331,-0.09406233852250057
2019-07-12,67837.0,10,600.0,12.16,76684.26,8847.259999999995,0.8846274320179918,0.11537256798200825,0.006885516858880614,1.278071,-0.08782448948130217
2019-07-15,68767.0,10,930.0,12.16,77614.26,8847.259999999995,0.886009864682083,0.11399013531791703,0.012127651750176716,1.2935709999999998,-0.07676194255469193
2019-07-16,68930.0,10,163.0,12.31,77777.26,8847.259999999995,0.8862487570274397,0.1137512429725603,0.0021001295380513874,1.2962876666666665,-0.07482302303959787
2019-07-17,69073.0,10,298.1,12.45,78044.34,8971.339999999997,0.8850481662091063,0.1149518337908937,0.0034339085743055886,1.3007389999999999,-0.07164604988566337
2019-07-18,68422.0,10,-651.0,12.23,77393.34,8971.339999999997,0.8840812400653597,0.11591875993464033,-0.00834141207421324,1.2898889999999998,-0.07938983273429057
2019-07-19,68924.0,10,502.0,12.11,77895.34,8971.339999999997,0.8848282836945061,0.11517171630549397,0.0064863462411623996,1.2982556666666667,-0.07341843643627066
2019-07-22,68261.0,10,-663.0,12.04,77232.34,8971.339999999997,0.8838395936210143,0.11616040637898575,-0.008511420580486595,1.2872056666666667,-0.08130496182588642
2019-07-23,68588.0,10,327.0,12.06,77559.34,8971.339999999997,0.8843293406055287,0.11567065939447134,0.004233977631650232,1.2926556666666666,-0.07741522758394925
2019-07-24,69531.0,10,943.0,12.09,78502.34,8971.339999999997,0.8857188206109525,0.11428117938904747,0.012158432498265093,1.3083723333333332,-0.0661980429046014
2019-07-25,69699.0,10,168.0,12.42,78670.34,8971.339999999997,0.8859628673271274,0.1140371326728726,0.0021400635955564073,1.3111723333333334,-0.064199647330762
2019-07-26,70425.0,10,726.0,12.24,79396.34,8971.339999999997,0.8870056226773174,0.1129943773226826,0.009228382640776633,1.3232723333333334,-0.055563723600956516
2019-07-29,69770.0,10,-655.0,12.48,78741.34,8971.339999999997,0.8860656930654216,0.11393430693457841,-0.008249750555252344,1.3123556666666667,-0.06335508729658001
2019-07-30,69910.0,10,140.0,12.32,78881.34,8971.339999999997,0.8862679056922715,0.1137320943077285,0.0017779732983969065,1.314689,-0.06168975765171392
2019-07-31,69107.0,10,-663.0,12.18,78190.34,9083.339999999997,0.8838304066717193,0.11616959332828067,-0.008759993174558112,1.3031723333333334,-0.06990934897030288
2019-08-01,68606.0,10,-501.0,12.36,77689.34,9083.339999999997,0.8830812567078058,0.11691874329219423,-0.006407441123801205,1.2948223333333333,-0.07586885005657362
2019-08-02,67325.0,10,-1281.0,12.24,76408.34,9083.339999999997,0.8811210922786702,0.11887890772132986,-0.01648874864942862,1.2734723333333333,-0.09110661630709826
2019-08-05,65588.0,10,-1525.59,12.16,74840.47,9252.470000000001,0.8763707657100497,0.12362923428995036,-0.020519618669899042,1.2473411666666667,-0.10975676195207085
2019-08-06,64404.0,10,-1184.0,11.94,73656.47,9252.470000000001,0.8743834723548386,0.1256165276451614,-0.01582031753675517,1.2276078333333333,-0.12384069266293829
2019-08-07,64133.0,10,-271.0,11.94,73385.47,9252.470000000001,0.8739195919846259,0.12608040801537418,-0.003679242298741725,1.2230911666666666,-0.12706429504692907
2019-08-08,64783.0,10,650.0,11.99,74035.47,9252.470000000001,0.8750265244483488,0.12497347555165113,0.008857339198072856,1.2339245,-0.1193324074100508
2019-08-09,64294.0,10,-489.0,11.92,73546.47,9252.470000000001,0.8741955936158459,0.12580440638415413,-0.006604942198651487,1.2257745,-0.12514916595533299
2019-08-12,65230.0,10,936.0,12.03,74482.47,9252.470000000001,0.8757765417822475,0.12422345821775246,0.01272664751958863,1.2413745,-0.11401524775822836
2019-08-13,64399.0,10,-831.0,12.28,73651.47,9252.470000000001,0.8743749445869852,0.12562505541301486,-0.011156987677771735,1.2275245000000001,-0.12390016872168341
2019-08-14,64974.0,10,355.0,11.87,74064.28,9090.279999999999,0.8772649919772393,0.12273500802276076,0.005604911891100128,1.2344046666666666,-0.11898970635956096
2019-08-15,65061.0,10,192.0,12.05,74235.28,9174.279999999999,0.8764161730109996,0.12358382698900036,0.0023088052702329165,1.2372546666666666,-0.11695562515047453
2019-08-16,64959.0,10,-102.0,11.96,74133.28,9174.279999999999,0.8762461339900245,0.12375386600997554,-0.00137400977001767,1.2355546666666666,-0.11816893674887696
2019-08-19,66346.0,10,1387.0,12.02,75520.28,9174.279999999999,0.8785189885418857,0.12148101145811428,0.0187095458342057,1.2586713333333333,-0.10167027805295381
2019-08-20,66301.0,10,-45.0,11.78,75475.28,9174.279999999999,0.8784465589263134,0.12155344107368662,-0.0005958664348172382,1.2579213333333332,-0.10220556258166069
2019-08-21,65698.0,10,-603.0,11.74,74872.28,9174.279999999999,0.8774676021619751,0.12253239783802496,-0.007989370824460718,1.2478713333333333,-0.10937837526633376
2019-08-22,65470.0,10,-228.0,11.84,74644.28,9174.279999999999,0.8770933285176038,0.12290667148239623,-0.0030451857483170253,1.2440713333333333,-0.11209048354511575
2019-08-23,65970.0,10,500.0,11.59,75144.28,9174.279999999999,0.8779111330895711,0.12208886691042883,0.0066984369063509686,1.2524046666666666,-0.10614287767059405
2019-08-26,64869.0,10,-1101.0,11.48,74043.28,9174.279999999999,0.8760957105087728,0.12390428949122728,-0.014651813817365689,1.2340546666666667,-0.11923950580629072
2019-08-27,65826.0,10,957.0,11.51,75000.28,9174.279999999999,0.8776767233402328,0.12232327665976712,0.012924873128256964,1.2500046666666667,-0.10785578816245622
2019-08-28,65625.0,10,-201.0,11.37,74799.28,9174.279999999999,0.877348017253642,0.12265198274635797,-0.0026799899947039796,1.2466546666666667,-0.11024672572401395
2019-08-29,65356.0,10,-269.0,11.34,74530.28,9174.279999999999,0.8769053329733901,0.12309466702660984,-0.00359629130119965,1.2421713333333333,-0.11344653768450663
2019-08-30,65445.0,10,89.0,11.22,74619.28,9174.279999999999,0.8770521505970039,0.1229478494029961,0.001194145520451606,1.2436546666666666,-0.1123878638388418
2019-09-02,66412.0,10,967.0,11.25,75586.28,9174.279999999999,0.8786250626436438,0.1213749373563562,0.012959117268352083,1.2597713333333334,-0.10088519407751684
2019-09-03,66327.0,10,-85.0,11.3,75501.28,9174.279999999999,0.8784884176798062,0.12151158232019377,-0.0011245427080153192,1.2583546666666667,-0.10189628707618548
2019-09-04,67467.0,10,1140.0,11.26,76641.28,9174.279999999999,0.8802958405705124,0.11970415942948759,0.015099081763911837,1.2773546666666666,-0.08833574568227609
2019-09-05,68733.0,10,1266.0,11.38,77907.28,9174.279999999999,0.8822410434557593,0.11775895654424078,0.016518513260738832,1.2984546666666668,-0.07327640760798704
2019-09-06,69267.0,10,534.0,11.34,78441.28,9174.279999999999,0.883042704045625,0.11695729595437503,0.0068543016775839405,1.3073546666666667,-0.06692436453399797
2019-09-09,70010.0,10,743.0,11.66,79184.28,9174.279999999999,0.8841401348853586,0.11585986511464143,0.00947205349020308,1.319738,-0.05808622220445869
2019-09-10,69662.0,10,-348.0,11.81,78836.28,9174.279999999999,0.8836287049566519,0.11637129504334805,-0.004394811697473244,1.313938,-0.062225755893125845
2019-09-11,70344.0,10,682.0,12.29,79518.28,9174.279999999999,0.8846267801567137,0.11537321984328634,0.008650839435853541,1.3253046666666666,-0.054113221480278306
2019-09-12,70572.0,10,228.0,12.13,79746.28,9174.279999999999,0.8849566399837083,0.11504336001629166,0.00286726523762848,1.3291046666666666,-0.05140111320149643
2019-09-16,70169.0,10,-403.0,12.09,79343.28,9174.279999999999,0.8843723123117673,0.11562768768823269,-0.005053527261710489,1.322388,-0.05619488353636093
2019-09-17,69084.0,10,-1085.0,12.29,78258.28,9174.279999999999,0.8827692098522993,0.11723079014770066,-0.013674756072599936,1.3043046666666667,-0.06910118828407286
2019-09-18,68996.0,10,-88.0,12.17,78170.28,9174.279999999999,0.8826372375792949,0.11736276242070515,-0.0011244816522928414,1.302838,-0.07014796691798875
