date,factors,candidate_count,score_count,targets,target_count,factor_columns
2021-01-21,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",149,148,"002236.XSHE,601919.XSHG,601668.XSHG,601328.XSHG,600000.XSHG,000157.XSHE,601989.XSHG,601211.XSHG,601225.XSHG,000725.XSHE",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
2021-04-09,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",149,149,"002236.XSHE,000895.XSHE,601989.XSHG,601111.XSHG,000338.XSHE,000039.XSHE,601668.XSHG,600196.XSHG,002916.XSHE,000625.XSHE",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
2021-06-24,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",150,149,"000100.XSHE,601919.XSHG,000725.XSHE,002027.XSHE,000895.XSHE,000157.XSHE,601818.XSHG,000651.XSHE,600104.XSHG,600887.XSHG",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
2021-09-02,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",152,152,"000100.XSHE,601919.XSHG,000338.XSHE,000725.XSHE,002422.XSHE,601111.XSHG,000157.XSHE,600016.XSHG,601818.XSHG,000039.XSHE",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
2021-11-22,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",152,152,"000100.XSHE,601919.XSHG,000725.XSHE,000651.XSHE,000039.XSHE,000338.XSHE,000157.XSHE,601818.XSHG,600887.XSHG,002422.XSHE",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
2022-02-08,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",152,152,"000100.XSHE,000725.XSHE,601919.XSHG,000651.XSHE,000876.XSHE,000157.XSHE,601818.XSHG,600016.XSHG,000338.XSHE,600887.XSHG",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
2022-04-21,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",152,152,"000100.XSHE,000651.XSHE,000725.XSHE,601919.XSHG,000039.XSHE,002027.XSHE,300033.XSHE,002007.XSHE,000338.XSHE,600887.XSHG",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
2022-07-06,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",152,152,"601919.XSHG,000100.XSHE,000725.XSHE,000039.XSHE,002236.XSHE,002027.XSHE,000651.XSHE,000338.XSHE,000157.XSHE,600016.XSHG",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
2022-09-15,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",152,152,"601919.XSHG,002236.XSHE,000651.XSHE,000876.XSHE,000725.XSHE,688303.XSHG,000100.XSHE,600795.XSHG,600438.XSHG,002027.XSHE",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
2022-12-01,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",152,152,"601919.XSHG,600438.XSHG,000651.XSHE,000725.XSHE,002466.XSHE,688303.XSHG,000876.XSHE,600887.XSHG,002460.XSHE,002475.XSHE",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
2023-02-17,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",152,152,"601919.XSHG,600438.XSHG,000651.XSHE,000876.XSHE,688303.XSHG,000895.XSHE,002466.XSHE,002236.XSHE,000725.XSHE,600887.XSHG",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
2023-05-04,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",152,152,"601919.XSHG,000100.XSHE,000876.XSHE,002466.XSHE,600438.XSHG,000651.XSHE,688303.XSHG,600016.XSHG,000792.XSHE,601818.XSHG",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
2023-07-17,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",152,152,"601919.XSHG,000100.XSHE,601166.XSHG,600438.XSHG,002466.XSHE,000001.XSHE,002422.XSHE,600570.XSHG,601225.XSHG,601668.XSHG",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
2023-09-25,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",152,152,"601919.XSHG,000100.XSHE,000538.XSHE,000001.XSHE,600438.XSHG,600570.XSHG,002027.XSHE,000651.XSHE,600104.XSHG,002466.XSHE",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
2023-12-12,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",152,152,"601919.XSHG,000001.XSHE,600438.XSHG,002241.XSHE,002027.XSHE,000651.XSHE,601668.XSHG,601166.XSHG,000100.XSHE,600887.XSHG",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
2024-02-29,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",152,152,"002241.XSHE,002236.XSHE,601919.XSHG,000157.XSHE,600438.XSHG,000538.XSHE,600031.XSHG,000001.XSHE,600019.XSHG,000100.XSHE",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
2024-05-16,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",152,152,"002236.XSHE,600887.XSHG,600016.XSHG,601919.XSHG,002027.XSHE,600346.XSHG,000651.XSHE,600795.XSHG,601688.XSHG,601766.XSHG",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
2024-07-26,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",152,152,"002236.XSHE,600887.XSHG,600016.XSHG,601688.XSHG,600795.XSHG,600760.XSHG,000157.XSHE,600346.XSHG,000651.XSHE,000100.XSHE",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
2024-10-15,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",152,152,"002236.XSHE,600438.XSHG,600795.XSHG,601012.XSHG,002027.XSHE,601111.XSHG,601601.XSHG,601688.XSHG,002422.XSHE,600016.XSHG",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
2024-12-24,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",151,151,"601012.XSHG,600438.XSHG,002236.XSHE,000338.XSHE,002422.XSHE,600795.XSHG,601009.XSHG,601669.XSHG,000001.XSHE,601919.XSHG",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
2025-03-13,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",151,151,"600795.XSHG,601012.XSHG,000001.XSHE,300274.XSHE,601919.XSHG,000338.XSHE,002236.XSHE,600016.XSHG,601111.XSHG,000538.XSHE",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
2025-05-28,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",151,151,"600438.XSHG,601012.XSHG,601009.XSHG,601919.XSHG,600795.XSHG,000001.XSHE,000338.XSHE,000039.XSHE,000651.XSHE,000895.XSHE",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
2025-08-07,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",150,150,"000039.XSHE,601012.XSHG,601111.XSHG,601919.XSHG,000001.XSHE,600795.XSHG,600745.XSHG,300274.XSHE,000651.XSHE,000338.XSHE",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
2025-10-24,"value_blend,growth_peg,amihud,quality_roe,low_vol_60",150,150,"601012.XSHG,000338.XSHE,601919.XSHG,600438.XSHG,000100.XSHE,600016.XSHG,300015.XSHE,000651.XSHE,002236.XSHE,000725.XSHE",10,"value_blend,growth_peg,amihud,quality_roe,low_vol_60 holder_coverage=0"
