date,factors,candidate_count,score_count,targets,target_count,factor_columns
2020-03-30,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",89,88,"600104.XSHG,601166.XSHG,601668.XSHG,600690.XSHG,000100.XSHE,000538.XSHE",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2020-05-15,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",89,89,"600690.XSHG,600104.XSHG,601668.XSHG,601166.XSHG,600016.XSHG,600019.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2020-06-30,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",89,89,"600104.XSHG,601668.XSHG,601166.XSHG,600019.XSHG,600690.XSHG,600016.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2020-08-11,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",90,89,"600104.XSHG,601668.XSHG,600016.XSHG,601166.XSHG,600690.XSHG,000725.XSHE",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2020-09-22,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",90,90,"600000.XSHG,600690.XSHG,600104.XSHG,000725.XSHE,601328.XSHG,600019.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2020-11-11,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",90,90,"601668.XSHG,600028.XSHG,601328.XSHG,600000.XSHG,000157.XSHE,600019.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2020-12-23,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",90,90,"601668.XSHG,601328.XSHG,600690.XSHG,600019.XSHG,000725.XSHE,600028.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2021-02-04,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",90,90,"000651.XSHE,601668.XSHG,600028.XSHG,600019.XSHG,601006.XSHG,601328.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2021-03-25,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",90,90,"601668.XSHG,601328.XSHG,600028.XSHG,600887.XSHG,000651.XSHE,600196.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2021-05-12,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",90,90,"601668.XSHG,000725.XSHE,601006.XSHG,600104.XSHG,600019.XSHG,600028.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2021-06-24,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",89,89,"000725.XSHE,601668.XSHG,600019.XSHG,600104.XSHG,601006.XSHG,600028.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2021-08-05,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",90,90,"000725.XSHE,601668.XSHG,601006.XSHG,600019.XSHG,600104.XSHG,000651.XSHE",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2021-09-16,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",91,91,"000725.XSHE,000100.XSHE,600028.XSHG,600016.XSHG,601006.XSHG,600887.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2021-11-08,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",91,91,"000100.XSHE,000725.XSHE,601006.XSHG,000651.XSHE,600019.XSHG,601668.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2021-12-20,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",91,91,"000100.XSHE,000725.XSHE,000651.XSHE,601006.XSHG,601668.XSHG,600019.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2022-02-08,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",92,91,"000100.XSHE,000725.XSHE,601006.XSHG,000651.XSHE,601668.XSHG,600019.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2022-03-22,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",92,91,"000100.XSHE,000725.XSHE,601006.XSHG,000651.XSHE,601668.XSHG,600019.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2022-05-10,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",92,92,"000725.XSHE,000100.XSHE,601668.XSHG,600196.XSHG,601006.XSHG,600438.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2022-06-22,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",92,92,"000725.XSHE,000100.XSHE,601668.XSHG,000651.XSHE,600196.XSHG,600438.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2022-08-03,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",92,92,"000725.XSHE,000100.XSHE,601668.XSHG,000651.XSHE,601006.XSHG,600438.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2022-09-15,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",92,92,"000725.XSHE,601668.XSHG,000100.XSHE,601985.XSHG,601006.XSHG,000876.XSHE",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2022-11-03,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",92,92,"600438.XSHG,600887.XSHG,000725.XSHE,000651.XSHE,002821.XSHE,601985.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2022-12-15,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",92,92,"600438.XSHG,000725.XSHE,600887.XSHG,000651.XSHE,600104.XSHG,601985.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2023-02-03,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",92,92,"600438.XSHG,000725.XSHE,000651.XSHE,600887.XSHG,600104.XSHG,600028.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2023-03-17,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",91,91,"600438.XSHG,000725.XSHE,600887.XSHG,000651.XSHE,601985.XSHG,002821.XSHE",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2023-05-04,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",91,91,"000100.XSHE,600438.XSHG,601668.XSHG,600104.XSHG,000651.XSHE,000725.XSHE",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2023-06-15,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",91,91,"000100.XSHE,600438.XSHG,601668.XSHG,601166.XSHG,601111.XSHG,600196.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2023-07-31,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",91,91,"000100.XSHE,601668.XSHG,600438.XSHG,601166.XSHG,601111.XSHG,600196.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2023-09-11,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",91,91,"000100.XSHE,000651.XSHE,600104.XSHG,601006.XSHG,600438.XSHG,002475.XSHE",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2023-10-31,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",91,91,"002241.XSHE,601668.XSHG,002460.XSHE,600438.XSHG,601985.XSHG,601006.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2023-12-12,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",91,91,"002241.XSHE,601668.XSHG,601166.XSHG,002460.XSHE,600438.XSHG,600887.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2024-01-24,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",91,91,"002241.XSHE,601668.XSHG,002460.XSHE,600438.XSHG,600104.XSHG,002594.XSHE",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2024-03-14,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",91,91,"002241.XSHE,002129.XSHE,601668.XSHG,600104.XSHG,002460.XSHE,600438.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2024-04-29,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",91,91,"002459.XSHE,600016.XSHG,600887.XSHG,600438.XSHG,000895.XSHE,600104.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2024-06-14,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",91,91,"600887.XSHG,601688.XSHG,600016.XSHG,000651.XSHE,601006.XSHG,000725.XSHE",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2024-07-26,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",91,91,"600016.XSHG,600887.XSHG,002459.XSHE,601688.XSHG,000651.XSHE,300433.XSHE",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2024-09-06,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",88,88,"600016.XSHG,601668.XSHG,600104.XSHG,600887.XSHG,000725.XSHE,601006.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2024-10-29,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",91,91,"600016.XSHG,601688.XSHG,000725.XSHE,601668.XSHG,600887.XSHG,600104.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2024-12-10,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",91,91,"600016.XSHG,601688.XSHG,601668.XSHG,600104.XSHG,601006.XSHG,000725.XSHE",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2025-01-22,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",91,91,"600016.XSHG,601688.XSHG,601006.XSHG,601668.XSHG,600104.XSHG,603259.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2025-03-13,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",90,90,"600016.XSHG,600104.XSHG,601668.XSHG,601688.XSHG,600690.XSHG,000725.XSHE",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2025-04-25,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",90,90,"600016.XSHG,600104.XSHG,000538.XSHE,601006.XSHG,002304.XSHE,000725.XSHE",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2025-06-12,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",90,90,"000725.XSHE,002459.XSHE,600016.XSHG,600050.XSHG,603259.XSHG,601668.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2025-07-24,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",90,90,"000725.XSHE,002459.XSHE,600050.XSHG,601668.XSHG,600016.XSHG,000625.XSHE",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2025-09-04,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",88,88,"600016.XSHG,000651.XSHE,000725.XSHE,600690.XSHG,000625.XSHE,600438.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2025-10-24,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",89,89,"600016.XSHG,000725.XSHE,000651.XSHE,601006.XSHG,600690.XSHG,600887.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
2025-12-05,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud",89,89,"600016.XSHG,601006.XSHG,000651.XSHE,000725.XSHE,000625.XSHE,601668.XSHG",6,"earnings_yield,cashflow_yield,sales_yield,growth_peg_proxy,amihud"
